title,identifier,series,control_symbol,digitised_status,digitised_pages,access_status,access_decision_reasons,location,retrieved,contents_date_str,contents_start_date,contents_end_date,access_decision_date_str,access_decision_date,reasons
Consultancy to Pay TV Committee,9121323,A13411,STBS 11,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:34.461682+11:00,13 Jul 1992 - 27 Aug 1992,1992-07-13,1992-08-27,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence General,9121324,A13411,STBS 12,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:35.413783+11:00,22 Jun 1992 - 15 Oct 1992,1992-06-22,1992-10-15,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence Members,9121325,A13411,STBS 13,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:36.580785+11:00,26 Jun 1992 - 27 Oct 1992,1992-06-26,1992-10-27,20 Jun 2014,2014-06-20,['Parliament Class A']
"Media Releases, Press Clippings and Tabling Statement",9121326,A13411,STBS 15,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:37.576813+11:00,27 Feb 1992 - 06 Nov 1992,1992-02-27,1992-11-06,20 Jun 2014,2014-06-20,['Parliament Class A']
Reports on Annual Reports - July 1990 - August 1995,9121476,A13404,AR1,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:38.536670+11:00,01 Jul 1990 - 01 Aug 1995,1990-07-01,1995-08-01,20 Jun 2014,2014-06-20,['Parliament Class A']
Establishment of Committee and Terms of Reference,9121485,A13410,ABC 1,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:39.908603+11:00,21 Sep 1994 - 13 Oct 1994,1994-09-21,1994-10-13,20 Jun 2014,2014-06-20,['Parliament Class A']
Background Information,9121486,A13410,ABC 2,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:40.868520+11:00,01 Jul 1985 - 31 Mar 1995,1985-07-01,1995-03-31,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence - General,9121487,A13410,ABC 4,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:41.944670+11:00,08 Feb 1989 - 31 Mar 1995,1989-02-08,1995-03-31,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence - Members,9121488,A13410,ABC 6 Part 1,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:43.003090+11:00,17 Oct 1994 - 29 Mar 1995,1994-10-17,1995-03-29,20 Jun 2014,2014-06-20,['Parliament Class A']
Correspondence - Chairperson,9121489,A13410,ABC 7,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:43.971968+11:00,11 Apr 1994 - 27 Feb 1995,1994-04-11,1995-02-27,20 Jun 2014,2014-06-20,['Parliament Class A']
Media Releases,9121490,A13410,ABC 10,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:45.005591+11:00,15 Dec 1994 - 30 Mar 1995,1994-12-15,1995-03-30,20 Jun 2014,2014-06-20,['Parliament Class A']
"Hansard Transcript - Tuesday, 13 December 1994",9121491,A13410,ABC 15a,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:46.058885+11:00,13 Dec 1994 - 13 Dec 1994,1994-12-13,1994-12-13,20 Jun 2014,2014-06-20,['Parliament Class A']
"Hansard Transcript - Wednesday, 14 December 1994",9121492,A13410,ABC 15b,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:47.012755+11:00,14 Dec 1994 - 14 Dec 1994,1994-12-14,1994-12-14,20 Jun 2014,2014-06-20,['Parliament Class A']
"Hansard Transcript - Thursday, 15 December 1994",9121493,A13410,ABC 15c,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:48.090167+11:00,15 Dec 1994 - 15 Dec 1994,1994-12-15,1994-12-15,20 Jun 2014,2014-06-20,['Parliament Class A']
"Hansard Transcript - Tuesday, 24 January 1995 to Wednesday, 25 January 1995",9121494,A13410,ABC 15d,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:53.067243+11:00,24 Jan 1995 - 25 Jan 1995,1995-01-24,1995-01-25,20 Jun 2014,2014-06-20,['Parliament Class A']
"Hansard Transcript - Thursday, 2 February, 1995 to Wednesday, 3 February 1995",9121495,A13410,ABC 15e,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:54.079387+11:00,02 Feb 1995 - 03 Feb 1995,1995-02-02,1995-02-03,20 Jun 2014,2014-06-20,['Parliament Class A']
"Submissions 1, 3 - 18",9121496,A13410,ABC 18,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:55.116053+11:00,02 Jan 1991 - 08 Mar 1995,1991-01-02,1995-03-08,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 19 -25,9121497,A13410,ABC 19,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:56.084950+11:00,17 Oct 1986 - 16 Mar 1995,1986-10-17,1995-03-16,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 26 - 28a,9121498,A13410,ABC 20,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:57.111908+11:00,19 Nov 1992 - 12 Feb 1995,1992-11-19,1995-02-12,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 29 - 35,9121499,A13410,ABC 21,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:58.106400+11:00,15 Nov 1990 - 31 Mar 1995,1990-11-15,1995-03-31,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 36,9121500,A13410,ABC 22,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:04:59.423733+11:00,06 Jul 1993 - 03 Mar 1995,1993-07-06,1995-03-03,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 37 Part 1,9121501,A13410,ABC 23,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:00.491783+11:00,10 Jan 1991 - 08 Feb 1995,1991-01-10,1995-02-08,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 37 Part 2,9121502,A13410,ABC 24,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:01.447743+11:00,20 Sep 1990 - 11 Nov 1994,1990-09-20,1994-11-11,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 41 - 43,9121503,A13410,ABC 25,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:02.442432+11:00,01 Jul 1985 - 02 Mar 1995,1985-07-01,1995-03-02,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 44,9121504,A13410,ABC 26,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:04.076162+11:00,01 Jan 1989 - 02 Mar 1995,1989-01-01,1995-03-02,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 45 - 48,9121505,A13410,ABC 27,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:05.051837+11:00,26 Feb 1993 - 11 Nov 1994,1993-02-26,1994-11-11,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 49 Part 1,9121506,A13410,ABC 28,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:06.039108+11:00,06 Aug 1993 - 15 Nov 1994,1993-08-06,1994-11-15,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 49 Part 2,9121507,A13410,ABC 29,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:07.069227+11:00,23 Aug 1994 - 31 Mar 1995,1994-08-23,1995-03-31,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 49 Part 3,9121508,A13410,ABC 30,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:08.140954+11:00,28 Oct 1993 - 02 Feb 1995,1993-10-28,1995-02-02,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 49 Part 4,9121509,A13410,ABC 31,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:09.112763+11:00,01 Jan 1994 - 07 Mar 1995,1994-01-01,1995-03-07,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 49 Part 5,9121510,A13410,ABC 32,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:10.120416+11:00,01 Jan 1991 - 01 Jun 1994,1991-01-01,1994-06-01,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 49 Part 6,9121511,A13410,ABC 33 Part 1,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:11.199194+11:00,01 Jan 1989 - 01 Nov 1994,1989-01-01,1994-11-01,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 49 Part 7,9121512,A13410,ABC 33 Part 2,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:12.184246+11:00,01 Jan 1993 - 09 Dec 1994,1993-01-01,1994-12-09,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 49 Part A,9121513,A13410,ABC 34,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:13.223756+11:00,11 Jan 1988 - 03 Jan 1995,1988-01-11,1995-01-03,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 50- 54,9121514,A13410,ABC 35,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:17.358346+11:00,09 Feb 1992 - 17 Mar 1995,1992-02-09,1995-03-17,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 55,9121515,A13410,ABC 36,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:18.698020+11:00,10 Jul 1988 - 16 Nov 1994,1988-07-10,1994-11-16,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 55 Part 2 - 55A,9121516,A13410,ABC 37,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:19.660575+11:00,25 Nov 1988 - 09 Mar 1995,1988-11-25,1995-03-09,20 Jun 2014,2014-06-20,['Parliament Class A']
"Submissions 56 - 64, 66 - 69",9121517,A13410,ABC 38,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:20.763690+11:00,24 Mar 1994 - 07 Feb 1995,1994-03-24,1995-02-07,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 70 - 70A,9121518,A13410,ABC 39,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:21.748168+11:00,01 May 1990 - 08 Mar 1995,1990-05-01,1995-03-08,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 71 - 88,9121519,A13410,ABC 40,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:22.852150+11:00,14 Oct 1994 - 08 Mar 1995,1994-10-14,1995-03-08,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 89 - 96,9121520,A13410,ABC 41,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:23.810446+11:00,27 Sep 1994 - 07 Mar 1995,1994-09-27,1995-03-07,20 Jun 2014,2014-06-20,['Parliament Class A']
Report,9121521,A13410,ABC 42,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:24.852998+11:00,03 Jan 1995 - 31 Mar 1995,1995-01-03,1995-03-31,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 1-28,9121522,A13403,ENCA 1,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:25.927702+11:00,11 Jul 1990 - 12 Nov 1990,1990-07-11,1990-11-12,20 Jun 2014,2014-06-20,['Parliament Class A']
Submissions 29-41,9121523,A13403,ENCA 2,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:28.088762+11:00,30 Sep 1986 - 14 Feb 1991,1986-09-30,1991-02-14,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission Number 31,9121524,A13403,ENCA 3,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:29.043070+11:00,01 Oct 1984 - 28 Apr 1991,1984-10-01,1991-04-28,20 Jun 2014,2014-06-20,['Parliament Class A']
Submission 42-58,9121525,A13403,ENCA 4,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:30.495698+11:00,10 Jan 1990 - 08 May 1991,1990-01-10,1991-05-08,20 Jun 2014,2014-06-20,['Parliament Class A']
"Submissions and documents Presented at the Public Hearing, 21 Nov 1990, Vol IV",9121526,A13403,ENCA 5,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:31.458904+11:00,01 Jan 1990 - 31 Dec 1990,1990-01-01,1990-12-31,20 Jun 2014,2014-06-20,['Parliament Class A']
Foreign Investment Policy,9121971,A7444,PH21,False,0,Closed,['Parliament Class A'],Canberra,2022-01-01T16:05:32.567430+11:00,01 Jan 1980 - 31 Dec 1985,1980-01-01,1985-12-31,03 Jan 2014,2014-01-03,['Parliament Class A']
Operation Buffalo  War Office Atomic Trials Team  Outline Report,9126494,A13063,Report 172,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:33.595259+11:00,1993 - 1994,1993,1994,17 May 2018,2018-05-17,['Withheld pending adv']
"Radioactive Fallout in Australia from Operation Mosaic  WAS Butement, LJ Dwyer, CE Eddy, LH Martin, EW Titterton  copies also of Correspondence about Operation Mosaic",9126523,A13063,Report 201,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:34.591517+11:00,1993 - 1994,1993,1994,18 Jun 2018,2018-06-18,['Withheld pending adv']
"United Kingdom Ministry of Defence  Details of Radiation Dosage Received by Personnel  Daily Sheets - Operation Mosaic (plist, monte)",9126563,A13063,Report 241,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:35.629155+11:00,1993 - 1994,1993,1994,17 May 2018,2018-05-17,['Withheld pending adv']
Atomic Weapons Research Establishment (AWRE) - T1/95 - Operation Buffalo - Personal Details for Indoctrinee Force and Support Staff  ER Drake Seager (UKreports),9126902,A13942,AWRE 16,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:36.801879+11:00,1995 - 1995,1995,1995,06 Apr 2018,2018-04-06,['Withheld pending adv']
Australia China bilateral relations - political aspects,9127594,A1209,1996/4711,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:38.407276+11:00,1994 - 1996,1994,1996,25 Jun 2021,2021-06-25,['Withheld pending adv']
Aum Shinrikyo sect activities OSIC,9127700,A1209,1995/2243,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:39.720675+11:00,1995 - 1999,1995,1999,07 Sep 2020,2020-09-07,['Withheld pending adv']
Australia Indonesia Agreement on Maintaining Security,9127705,A1209,1996/580,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:43.812240+11:00,1995 - 1996,1995,1996,03 Jan 2019,2019-01-03,['Withheld pending adv']
Alleged unauthorised disclosure of official information leaks OSIC aspects,9127918,A1209,1990/3746,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:44.763632+11:00,1990 - 1995,1990,1995,26 Jul 2016,2016-07-26,['Withheld pending adv']
Australian Security Intelligence Organisation ASIO - Technical Support Unit,9127949,A1209,1988/2715,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:45.830375+11:00,1979 - 1991,1979,1991,18 Jun 2014,2014-06-18,['Withheld pending adv']
Commonwealth Heads of Government regional meeting 1978 - Hilton Bombing Call Out of Troops procedures,9127955,A1209,1981/1123C PART 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:46.906618+11:00,1978 - 1996,1978,1996,29 May 2019,2019-05-29,['Withheld pending adv']
Japan space policy and activities TDAM aspects,9127958,A1209,1994/3884,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:48.748622+11:00,1994 - 1995,1994,1995,13 Aug 2019,2019-08-13,['Withheld pending adv']
Counter terrorist arrangements for the Timor Gap Zone of Cooperation,9128652,A1209,1991/4133,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:49.712227+11:00,1991 - 1994,1991,1994,10 Mar 2017,2017-03-10,['Withheld pending adv']
Commonwealth liability for removal of asbestos insulation from Canberra homes,9129563,A1209,1988/3591,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:50.709923+11:00,1988 - 1988,1988,1988,19 Feb 2015,2015-02-19,['Withheld pending adv']
Department of Immigration and Ethnic Affairs DIEA Detention Centre Scrutiny - Efficiency Scrutiny Unit,9130730,A1209,1991/2585,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:51.695091+11:00,1987 - 1988,1987,1988,15 May 2017,2017-05-15,['Withheld pending adv']
Bougainville PNG political relations with Australia Sandline US Rest of World and Multilateral Branch aspects,9134036,A1209,1997/2054,False,0,Closed,['Closed period (1997 - 1997)'],Canberra,2022-01-01T16:05:52.671266+11:00,1989 - 1997,1989,1997,12 Oct 2016,2016-10-12,['Closed period']
China regional role and relations with Asia,9134071,A1209,1997/3035,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:53.673588+11:00,1995 - 1998,1995,1998,25 Jun 2021,2021-06-25,['Withheld pending adv']
Mr Andrew Campbell - proposed legal action against the Director - General of Security,9134279,A1209,1981/1561,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:54.695399+11:00,1981 - 1984,1981,1984,02 Jan 2014,2014-01-02,['Withheld pending adv']
P Dorling request under section 40 Archives Act 1983 items 20 1957 files,9134298,A1209,1988/2094,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:55.717402+11:00,1990 - 1991,1990,1991,14 Dec 2016,2016-12-14,['Withheld pending adv']
Demonstrations against Indonesia missions in Australia East Timor incident 12 November 1991,9134313,A1209,1992/147,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:56.726759+11:00,1991 - 1992,1991,1992,29 Nov 2016,2016-11-29,['Withheld pending adv']
Racial Discrimination Act 1975 Part 2,9138884,A432,1993/482211 Part 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:57.769865+11:00,30 Jun 1995 - 04 Jul 1995,1995-06-30,1995-07-04,18 Dec 2018,2018-12-18,['Withheld pending adv']
Jose Ramos Horta and Jose Gusmao - Public interest and test case - High Court challenge to the Petrol Australia Indonesia Zone of Co-operation Act 1990 - Victoria,9139235,A432,1993/1693 Part 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:58.827765+11:00,25 Jun 1993 - 23 Aug 1994,1993-06-25,1994-08-23,04 Mar 2020,2020-03-04,['Withheld pending adv']
Australia's maritime boundaries,9139987,A432,1993/470291 Part 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:05:59.944237+11:00,29 Mar 1996 - 10 Oct 1997,1996-03-29,1997-10-10,12 Mar 2019,2019-03-12,['Withheld pending adv']
Timor Gap law enforcement,9140573,A432,1994/507073 Part 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:00.931850+11:00,17 Jan 1994 - 20 Jun 1994,1994-01-17,1994-06-20,24 May 2018,2018-05-24,['Withheld pending adv']
Financial Assistance - APQ versus Commonwealth and Commonwealth Serum Laboratories,9142190,A432,1995/1419 Part 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:01.926785+11:00,02 Feb 1995 - 16 Feb 1996,1995-02-02,1996-02-16,27 Mar 2018,2018-03-27,['Withheld pending adv']
K Bligh and 7 Others - Section 252 B Racial Discrimination Act 1975 - Under-payment of wages at Palm Island Queensland,9142290,A432,1995/2384 Part 1,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:03.006027+11:00,17 Aug 1995 - 13 Mar 1996,1995-08-17,1996-03-13,22 May 2019,2019-05-22,['Withheld pending adv']
"Barrow, Vinall, Mcnamara and others - Mutual Assistance request to Hong Kong",9142555,A432,1995/23845 Part 2,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:04.554649+11:00,17 Mar 1995 - 30 Aug 1995,1995-03-17,1995-08-30,12 Feb 2018,2018-02-12,['Withheld pending adv']
Official Establishments - ownership of The Lodge and Kirribilli House,9143976,A463,1995/1483,False,0,Closed,['Closed period (1994 - 1995)'],Canberra,2022-01-01T16:06:08.748590+11:00,1994 - 1995,1994,1995,23 Jun 2016,2016-06-23,['Closed period']
Republic Advisory Committee - Preamble to Constitution,9144483,A463,1993/3211,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:09.816132+11:00,1993 - 1993,1993,1993,01 Feb 2018,2018-02-01,['Withheld pending adv']
Olympic Games Bid Sydney 2000,9144748,A463,1992/4000,False,0,Closed,['Closed period (1992 - 1992)'],Canberra,2022-01-01T16:06:10.875253+11:00,1992 - 1992,1992,1992,11 Oct 2016,2016-10-11,['Closed period']
Association of South East Asian Nations ASEAN - relations with Australia,9145917,A1209,1995/2503,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:11.874911+11:00,1955 - 1996,1955,1996,05 May 2021,2021-05-05,['Withheld pending adv']
Australia India political and economic relations,9146425,A1209,1998/2815,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:12.879849+11:00,1998 - 2000,1998,2000,10 Jun 2021,2021-06-10,['Withheld pending adv']
Australian involvement in Iraq,9146727,A1209,1992/3131,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:13.943866+11:00,1992 - 1992,1992,1992,22 Apr 2020,2020-04-22,['Withheld pending adv']
Royal Commission into Security & Intelligence Agencies - statements by David Combe,9146804,A1209,1983/1322C,False,0,Closed,['Withheld pending adv'],Canberra,2022-01-01T16:06:15.034325+11:00,1983 - 1983,1983,1983,07 Mar 2014,2014-03-07,['Withheld pending adv']
