identifier,series,control_symbol,title,series_title,contents_date_str,contents_start_date,contents_end_date,access_status,access_decision_date,reasons
30711897,A7326,BJ801/13/3 PART 1,Peking China - Political and general - Dependant territories Claims - Macao,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",24 Jul 1974 - 04 Aug 1986,1974-07-24,1986-08-04,Closed,2012-06-27 00:00:00,Withheld pending adv
30711899,A7326,BJ801/14/6 PART 1 1,Beijing China - Political and General - Provincial Political Situation - Hebei,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",13 Dec 1973 - 14 Aug 1990,1973-12-13,1990-08-14,Closed,2012-07-16 00:00:00,Withheld pending adv
30711908,A7326,BJ801/14/27 PART 2,Beijing China - Political and General - Provincial Political Situation - Tibet,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",17 Jul 1981 - 28 May 1985,1981-07-17,1985-05-28,Closed,2012-07-04 00:00:00,Withheld pending adv
30711927,A7326,BJ803/1/10 PART 1,Peking China - Economic - Labour Market - wages and incomes,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",28 Oct 1977 - 03 Sep 1986,1977-10-28,1986-09-03,Closed,2015-05-19 00:00:00,Withheld pending adv
30711947,A7326,BJ803/8/2 PART 1,Peking China - Economic - Transport and Communications - land transport,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",10 Feb 1977 - 25 Nov 1985,1977-02-10,1985-11-25,Closed,2015-06-18 00:00:00,Withheld pending adv
30711962,A7326,BJ804/18/1 PART 1,Peking China - Cultural and Social - Population - population estimates and family planning,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",04 Feb 1977 - 30 Mar 1984,1977-02-04,1984-03-30,Closed,2015-06-18 00:00:00,Withheld pending adv
30712769,A9737,1991/1627 PART 1,Canada - Pakistan relations,"Correspondence files, annual single number series",05 Dec 1949 - 11 Dec 1989,1949-12-05,1989-12-11,Closed,2011-09-02 00:00:00,Withheld pending adv
30712792,A9737,1991/1805 PART 1,Guatemala - internal matters,"Correspondence files, annual single number series",03 Feb 1980 - 20 Oct 1988,1980-02-03,1988-10-20,Closed,2013-10-24 00:00:00,Withheld pending adv
30712845,A9737,1990/1100 PART 1,Israel developments concerning nuclear matters (domestic and with other countries excluding Australia),"Correspondence files, annual single number series",10 Nov 1986 - 24 Feb 1994,1986-11-10,1994-02-24,Closed,2014-03-05 00:00:00,Withheld pending adv
30713107,A9737,1992/50291 PART 1,South Asia - India / Sri Lanka relations,"Correspondence files, annual single number series",15 Jul 1987 - 20 Jan 1989,1987-07-15,1989-01-20,Closed,2014-05-06 00:00:00,Withheld pending adv
30713274,A9737,1992/60082 PART 1,DPRK (Democratic Republic of Korea)  - nuclear weapons energy and chemical weapons,"Correspondence files, annual single number series",15 May 1985 - 05 Sep 1989,1985-05-15,1989-09-05,Closed,2014-03-05 00:00:00,Withheld pending adv
30713375,A9737,1991/766 PART 1,French Polynesia - nuclear testing,"Correspondence files, annual single number series",25 Jul 1978 - 29 May 1991,1978-07-25,1991-05-29,Closed,2012-01-16 00:00:00,Withheld pending adv
30713405,A9737,1991/888 PART 1,Solomon Islands - personalities and biographical notes,"Correspondence files, annual single number series",05 Aug 1982 - 22 Aug 1988,1982-08-05,1988-08-22,Closed,2014-12-22 00:00:00,Withheld pending adv
30713440,A9737,1992/50413 PART 2,Indochina - Australia concerns - chemical weapons warfare in Kampuchea,"Correspondence files, annual single number series",08 Jan 1985 - 13 Aug 1990,1985-01-08,1990-08-13,Closed,2014-03-17 00:00:00,Withheld pending adv
30713505,A9737,1992/11653 PART 1,Russia - staff - arrivals and departures etc,"Correspondence files, annual single number series",02 Dec 1987 - 09 Aug 1988,1987-12-02,1988-08-09,Closed,2014-12-04 00:00:00,Withheld pending adv
30713580,A9737,1990/5398 PART 2,Fiji coup,"Correspondence files, annual single number series",17 May 1987 - 20 May 1987,1987-05-17,1987-05-20,Closed,2014-05-06 00:00:00,Withheld pending adv
30713581,A9737,1990/5398 PART 3,Fiji coup,"Correspondence files, annual single number series",21 May 1987 - 25 May 1987,1987-05-21,1987-05-25,Closed,2014-09-02 00:00:00,Withheld pending adv
30713582,A9737,1990/5398 PART 4,Fiji coup,"Correspondence files, annual single number series",25 May 1987 - 17 Jun 1987,1987-05-25,1987-06-17,Closed,2014-09-02 00:00:00,Withheld pending adv
30713583,A9737,1990/5398 PART 5,Fiji coup,"Correspondence files, annual single number series",18 Jun 1987 - 17 May 1988,1987-06-18,1988-05-17,Closed,2014-09-02 00:00:00,MAKE YOUR SELECTION|Withheld pending adv
30714039,A9737,1990/1314 PART 1,French nuclear testing,"Correspondence files, annual single number series",27 Feb 1973 - 15 Mar 1995,1973-02-27,1995-03-15,Closed,2011-12-15 00:00:00,Withheld pending adv
30714072,A9737,1989/11966,Pyongyang post liaison,"Correspondence files, annual single number series",10 Nov 1975 - 04 Nov 1987,1975-11-10,1987-11-04,Closed,2012-01-16 00:00:00,Withheld pending adv
30714325,A9737,1992/51663 PART 1,Indonesia - East Timor - Australia interests in Timor - Australian journalists,"Correspondence files, annual single number series",20 Oct 1980 - 13 Dec 1985,1980-10-20,1985-12-13,Closed,2015-05-06 00:00:00,Withheld pending adv
30714482,A9737,1991/81222,Refugees and asylum - Chinese refugees in Hong Kong and Macao,"Correspondence files, annual single number series",15 Jul 1981 - 31 Jul 1991,1981-07-15,1991-07-31,Closed,2012-02-14 00:00:00,Withheld pending adv
30714628,A9737,1991/70959 PART 1,Western Samoa - political and general,"Correspondence files, annual single number series",10 Nov 1976 - 08 Mar 1994,1976-11-10,1994-03-08,Closed,2012-12-14 00:00:00,Withheld pending adv
30729391,K967,19,Dibb Report and Australian Defence Policy [United States],Review of Australia's Defence Capabilities - Dibb report,1986 - 1986,1986-01-01,1986-01-01,Closed,2015-02-10 00:00:00,Withheld pending adv
30729393,K967,21,Dibb Review 1986 [Australia/United States ministerial talks and Tabling Statement],Review of Australia's Defence Capabilities - Dibb report,1986 - 1986,1986-01-01,1986-01-01,Closed,2015-02-10 00:00:00,Withheld pending adv
30783855,A11504,C/BA436/MED/1,"BA436 RYAN, Kenneth - (Med) - Civilian",Defence personnel records,1991 - 1992,1991-01-01,1992-01-01,Closed,2015-02-13 00:00:00,Closed period
30783856,A11504,C/70717234/PER/1,"70717234 RYAN, Kenneth - Personnel History (PER) - Civilian",Defence personnel records,1991 - 1992,1991-01-01,1992-01-01,Closed,2015-02-13 00:00:00,Closed period
30820455,A12907,E57865,"HEATH, Robert E57865",National Service Cards for Royal Australian Naval Reserve,1980 - 1986,1980-01-01,1986-01-01,Closed,2009-09-15 00:00:00,Closed period
30820456,A12907,E46805,"FARRELL, William Warland E46805 ( 1 card )",National Service Cards for Royal Australian Naval Reserve,1981 - 1988,1981-01-01,1988-01-01,Closed,2009-09-15 00:00:00,Closed period
30829601,D174,A5674/23/1,Agreements and conditions regarding rental of  buildings and allied services to Hawker de Havilland Australia Pty Ltd,Correspondence files single and then multiple number series with 'A' and 'SA' prefix and (from 1963) a variable alpha prefix.,1980 - 1993,1980-01-01,1993-01-01,Closed,2010-08-16 00:00:00,Closed period
30838577,A12930,1464,Memorandum No 1464 : Vietnam since reunification - related to Decision No 15281(FAD),Fraser Ministries - Cabinet Memoranda (with Decisions),15 May 1981 - 26 May 1981,1981-05-15,1981-05-26,Closed,2013-07-08 00:00:00,Withheld pending adv
30839007,A13075,13902/FAD,Decision No 13902/FAD - [Title exempt] - Without Submission,"Second, Third, Fourth and Fifth Fraser Ministries - Folders of Cabinet Decisions",19 Feb 1981 - 19 Feb 1981,1981-02-19,1981-02-19,Closed,2011-02-01 00:00:00,33(1)(a)
30859462,J56,929/66,Wacol - Surplus Army Training Area,"Property correspondence files, single number series with or without 'QL' prefix",1980 - 1989,1980-01-01,1989-01-01,Closed,2012-03-27 00:00:00,Closed period
30916995,A9334,201/2/8/1/2 PART 1,Papua New Guinea internal - Political - Regions and districts - Milne Bay (including Trobriand Islands),"Correspondence files, multiple number series (first uniform post system) (Port Moresby)",1973 - 1975,1973-01-01,1975-01-01,Closed,2014-05-09 00:00:00,Withheld pending adv
30941894,A12909,5679,Submission No 5679 - [Title exempt] -,"Second, Third, Fourth and Fifth Fraser Ministries - Cabinet Submissions (with Decisions)",02 Jun 1982 - 02 Jun 1982,1982-06-02,1982-06-02,Closed,2011-12-22 00:00:00,33(1)(a)
30943275,A13075,17919/C,Decision No 17919 - [Title exempt] - Without Submission,"Second, Third, Fourth and Fifth Fraser Ministries - Folders of Cabinet Decisions",03 May 1982 - 03 May 1982,1982-05-03,1982-05-03,Closed,2010-12-15 00:00:00,33(1)(a)|33(1)(d)|33(1)(e)(ii)|33(1)(e)(iii)
30963506,A3978,GAIN G S,Officers (RAN) personal record - Geoffrey Stronach Gain,"Confidential Reports - Naval Officers (forms S206, PP101)",1968 - 1988,1968-01-01,1988-01-01,Closed,2014-09-02 00:00:00,33(1)(d)|33(1)(g)|33(1)(j)|Closed period
30980959,A432,1969/53,Joint Defence Space Research Facility - Alice Springs - Post Office,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1968 - 1970,1968-01-01,1970-01-01,Closed,2015-07-16 00:00:00,Withheld pending adv
30981304,A432,1969/3364,Sixth Antarctic Treaty Consultative Meeting 1970,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1969 - 1971,1969-01-01,1971-01-01,Closed,2015-02-10 00:00:00,Withheld pending adv
30983895,A10136,224/4/2,Soviet Trade Office (Australia),"Correspondence files, multiple number series (first uniform post system) [Moscow] [Main correspondence files series of the agency]",28 Feb 1962 - 03 Mar 1980,1962-02-28,1980-03-03,Closed,2015-03-02 00:00:00,Withheld pending adv
30988681,A7326,BJ550/17/1 Part 1,Peking China - Political Asylum - policy - general,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",08 Jul 1975 - 07 Aug 1990,1975-07-08,1990-08-07,Closed,2012-07-24 00:00:00,Withheld pending adv
30988685,A7326,BJ801/2/2 Part 12,China - Political and General - trends and political situation at the centre,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",04 Feb 1981 - 15 Oct 1981,1981-02-04,1981-10-15,Closed,2015-12-16 00:00:00,Withheld pending adv
30988687,A7326,BJ801/2/2 Part 14,China - Political and General - trends and political situation at the centre,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",01 Oct 1980 - 22 Jul 1982,1980-10-01,1982-07-22,Closed,2012-08-07 00:00:00,Withheld pending adv
30988689,A7326,BJ801/2/2 Part 16,China - Political and General - trends and political situation at the centre,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",07 Feb 1983 - 23 Nov 1983,1983-02-07,1983-11-23,Closed,2012-07-18 00:00:00,Withheld pending adv
30988690,A7326,BJ801/2/2 Part 17,China - Political and General - trends and political situation at the centre,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",24 Nov 1983 - 10 May 1984,1983-11-24,1984-05-10,Closed,2012-07-18 00:00:00,Withheld pending adv
30988709,A7326,BJ800/1/1 Part 2,Peking China - Foreign Policy and Relations with Third Countries - foreign policy - general,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",31 Jul 1978 - 23 Jan 1984,1978-07-31,1984-01-23,Closed,2015-12-10 00:00:00,Withheld pending adv
30988713,A7326,BJ801/13/2Part 5,China - Political and General - relations with Hong Kong,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",08 Apr 1981 - 09 Sep 1982,1981-04-08,1982-09-09,Closed,2012-07-24 00:00:00,Withheld pending adv
30988714,A7326,BJ801/13/2 Part 6,China - Political and General - relations with Hong Kong,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",17 Aug 1982 - 31 Dec 1982,1982-08-17,1982-12-31,Closed,2012-07-24 00:00:00,Withheld pending adv
30988715,A7326,BJ801/13/2 Part 7,China - Political and General - relations with Hong Kong,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",02 Dec 1982 - 23 Jun 1983,1982-12-02,1983-06-23,Closed,2012-08-02 00:00:00,Withheld pending adv
30988716,A7326,BJ801/13/2 Part 8,China - Political and General - relations with Hong Kong,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",24 Jun 1983 - 30 Sep 1983,1983-06-24,1983-09-30,Closed,2012-08-03 00:00:00,Withheld pending adv
30988717,A7326,BJ801/13/2 Part 9,China - Political and General - relations with Hong Kong,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",03 Oct 1983 - 23 Jan 1984,1983-10-03,1984-01-23,Closed,2015-12-14 00:00:00,Withheld pending adv
30988729,A7326,BJ550/17/2 Part 1,Peking China - Dy Family - request for residence,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",25 May 1977 - 10 Nov 1977,1977-05-25,1977-11-10,Closed,2012-07-17 00:00:00,Withheld pending adv
30988730,A7326,BJ802/1/3 Part 1,China - Defence - Policy and General Matters - military leadership,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",03 Mar 1977 - 28 Mar 1985,1977-03-03,1985-03-28,Closed,2012-07-23 00:00:00,Withheld pending adv
30988731,A7326,BJ802/1/4 Part 2,China - Defence - Policy and General Matters - nuclear tests and weapons,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",03 Jun 1980 - 30 Oct 1985,1980-06-03,1985-10-30,Closed,2012-08-13 00:00:00,Withheld pending adv
30988732,A7326,BJ802/1/7 Part 1,China - Defence - Policy and General Matters - external contracts Including Procurement,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",28 Sep 1977 - 10 Jul 1984,1977-09-28,1984-07-10,Closed,2012-07-25 00:00:00,Withheld pending adv
30988734,A7326,BJ802/2/1 Part 1,China - Defence - Army - People's Liberation Army (PLA),"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",27 Mar 1977 - 31 Jan 1978,1977-03-27,1978-01-31,Closed,2012-07-31 00:00:00,Withheld pending adv
30988735,A7326,BJ802/2/1 Part 2,China - Defence - Army - People's Liberation Army (PLA),"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",15 Apr 1978 - 07 Sep 1982,1978-04-15,1982-09-07,Closed,2015-03-05 00:00:00,Withheld pending adv
30988736,A7326,BJ802/12/1 Part 1,China - Intelligence Activities - general matters,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",25 Jan 1977 - 28 Nov 1979,1977-01-25,1979-11-28,Closed,2012-12-19 00:00:00,Withheld pending adv
30988740,A7326,BJ808/1/1 Part 4,China - Province of Taiwan - political and general,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",03 Nov 1981 - 22 Sep 1983,1981-11-03,1983-09-22,Closed,2015-09-16 00:00:00,Withheld pending adv
30988750,A7326,BJ821/1/7 Part 1,Australia/China - Australia protests against China nuclear testing,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",19 Sep 1977 - 07 Nov 1985,1977-09-19,1985-11-07,Closed,2015-05-20 00:00:00,Withheld pending adv
30988751,A7326,BJ821/1/11 Part 1,Australia/China - Political and General,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",30 Jun 1976 - 10 Feb 1979,1976-06-30,1979-02-10,Closed,2015-05-08 00:00:00,Withheld pending adv
30988752,A7326,BJ821/1/11 Part 5,Australia/China -Taiwan,"Correspondence files, multiple number series (second uniform post system) (Peking/ (by 1982) Beijing)",28 Apr 1981 - 17 Jul 1984,1981-04-28,1984-07-17,Closed,2015-09-11 00:00:00,Withheld pending adv
